uii_code,name,region,old_region,province,old_province,city_municipality,old_city_municipality,sector,latitude,longitude,coord_status,is_multi_campus,psgc_observed_region,psgc_observed_province,psgc_observed_municity,psgc_observed_barangay
07077,University of Cebu,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.2974611,123.8969941,valid,False,07,07306,0730600,0730600033
,University of Cebu College of Medicine Foundation,Region VII,Region 07,Cebu,Cebu,Mandaue City,Mandaue City,Private,10.3199175,123.9331328,valid,False,07,07313,0731300,0731300026
07127,University of Cebu-Banilad,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.3419896,123.9115371,valid,False,07,07306,0730600,0730600007
07092,University of Cebu-Lapulapu and Mandaue,Region VII,Region 07,Cebu,Cebu,Mandaue City,Mandaue City,Private,10.3250948,123.9530902,valid,False,07,07313,0731300,0731300016
07078,University of San Carlos,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.3527458,123.9128688,valid,False,07,07306,0730600,0730600081
07079,University of San Jose-Recoletos,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.293997,123.8975074,valid,False,07,07306,0730600,0730600033
07080,University of Southern Philippines Foundation,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.3285589,123.9009976,valid,False,07,07306,0730600,0730600041
07158,University of The Visayas-Dalaguete Campus,Region VII,Region 07,Cebu,Cebu,Dalaguete,Dalaguete,Private,9.7648106,123.535552,valid,False,07,07022,0702222,0702222031
,University of the Philippines-College of Cebu,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Public SUC Satellite,10.3222907,123.8981953,valid,False,07,07306,0730600,0730600041
07081,University of the Visayas,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.2984693,123.901289,valid,False,07,07306,0730600,0730600054
07117,University of the Visayas -Gullas College Danao City Branch,Region VII,Region 07,Cebu,Cebu,Danao City,Danao City,Private,10.5471495,123.9080896,valid,False,07,07022,0702223,0702223019
,University of the Visayas-Gullas College Minglanilla Campus,Region VII,Region 07,Cebu,Cebu,Minglanilla,Minglanilla,Private,10.2984693,123.901289,valid,False,07,07306,0730600,0730600054
,University of the Visayas-Gullas College of Medicine,Region VII,Region 07,Cebu,Cebu,Mandaue City,Mandaue City,Private,10.2984693,123.901289,valid,False,07,07306,0730600,0730600054
07050,University of the Visayas-Mandaue Campus,Region VII,Region 07,Cebu,Cebu,Mandaue City,Mandaue City,Private,10.3269115,123.9454723,valid,False,07,07313,0731300,0731300001
07072,University of the Visayas-Toledo City Campus,Region VII,Region 07,Cebu,Cebu,Toledo City,Toledo City,Private,10.3764576,123.6371495,valid,False,07,07022,0702251,0702251028
07084,Velez College,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.3091685,123.8958163,valid,False,07,07306,0730600,0730600023
07085,Villaflores College,Region VII,Region 07,Negros Oriental,Negros Oriental,CITY OF TANJAY,CITY OF TANJAY,Private,9.5121865,123.1572067,valid,False,18,18046,1804621,1804621015
,Visayan Nazarene Bible College,Region VII,Region 07,Cebu,Cebu,CEBU CITY,CEBU CITY,Private,10.339695,123.9070447,valid,False,07,07306,0730600,0730600003
08091,ABE International College of Business and Economics-Tacloban City,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2543388,124.9616867,valid,False,08,08316,0831600,0831600155
08116,ACLC College-Ormoc,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Private,11.0211206,124.6000726,valid,False,08,08037,0803738,0803738111
08108,ACLC College-Tacloban City,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.243909,125.0022155,valid,False,08,08316,0831600,0831600014
08087,AMA Computer College-Tacloban City,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2438793,124.9979536,valid,False,08,08316,0831600,0831600066
08001,Abuyog Community College,Region VIII,Region 08,Leyte,Leyte,Abuyog,Abuyog,Public LUC,10.7578674,125.0039934,valid,False,08,08037,0803701,0803701025
,Asia College of Advance Studies In Arts Sciences and Technology,Region VIII,Region 08,Northern Samar,Northern Samar,Bobon,Bobon,Private,12.4161997,124.5309982,valid,False,08,08048,0804803,0804803020
08002,Asian Development Foundation College,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2171001,125.0010543,valid,False,08,08316,0831600,0831600148
08073,Bato Institute of Science and Technology,Region VIII,Region 08,Leyte,Leyte,Bato,Bato,Private,10.3368202,124.7861183,valid,False,08,08037,0803707,0803707010
08005,Biliran Province State University-Biliran Campus,Region VIII,Region 08,Biliran,Biliran,Biliran,Biliran,Public SUC Satellite,11.475146,124.4698536,valid,False,08,08078,0807802,0807802008
08030,Biliran Province State University-Main,Region VIII,Region 08,Biliran,Biliran,NAVAL (Capital),NAVAL (Capital),Public SUC Main,11.5634249,124.4012832,valid,False,08,08078,0807808,0807808009
08147,Burauen Community College,Region VIII,Region 08,Leyte,Leyte,Burauen,Burauen,Public LUC,10.9785887,124.8987925,valid,False,08,08037,0803710,0803710026
08008,Christ the King College-Calbayog City,Region VIII,Region 08,Western Samar,Western Samar,Calbayog City,Calbayog City,Private,12.0688523,124.5968022,valid,False,08,08060,0806003,0806003158
08110,Colegio De Las Navas,Region VIII,Region 08,Northern Samar,Northern Samar,Las Navas,Las Navas,Public LUC,12.3371163,125.0333778,valid,False,08,08048,0804810,0804810016
08102,Colegio De Sta. Lourdes of Leyte Foundation,Region VIII,Region 08,Leyte,Leyte,Tabontabon,Tabontabon,Private,11.0415765,124.9588599,valid,False,08,08037,0803746,0803746013
08101,Colegio de San Juan Samar,Region VIII,Region 08,Northern Samar,Northern Samar,Lavezares,Lavezares,Private,12.5336353,124.3890301,valid,False,08,08048,0804811,0804811011
08047,Colegio de San Lorenzo Ruiz de Manila of Northern Samar,Region VIII,Region 08,Northern Samar,Northern Samar,CATARMAN (Capital),CATARMAN (Capital),Private,12.4992795,124.6354777,valid,False,08,08048,0804805,0804805072
08104,Colegio de la Salle Fondation de Tacloban,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2476879,125.0087014,valid,False,08,08316,0831600,0831600006
,Do�?±a Remedios Trinidad-Romualdez Medical Foundation,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.212028,124.999287,valid,False,08,08316,0831600,0831600130
08011,Dr. V. Orestes Romualdez Educational Foundation,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2124956,124.9992402,valid,False,08,08316,0831600,0831600130
08013,Eastern Samar State University,Region VIII,Region 08,Eastern Samar,Eastern Samar,Borongan City,Borongan City,Public SUC Main,11.6603535,125.4423667,valid,False,08,08026,0802604,0802604031
08006,Eastern Samar State University-Can-Avid Campus,Region VIII,Region 08,Eastern Samar,Eastern Samar,Can-Avid,Can-Avid,Public SUC Satellite,11.9955697,125.4438885,valid,False,08,08026,0802605,0802605019
08014,Eastern Samar State University-Guiuan Campus,Region VIII,Region 08,Eastern Samar,Eastern Samar,Guiuan,Guiuan,Public SUC Satellite,11.0281685,125.7330725,valid,False,08,08026,0802609,0802609044
08111,Eastern Samar State University-Maydolong Campus,Region VIII,Region 08,Eastern Samar,Eastern Samar,Maydolong,Maydolong,Public SUC Satellite,11.5009327,125.4988507,valid,False,08,08026,0802615,0802615016
08050,Eastern Samar State University-Salcedo Campus,Region VIII,Region 08,Eastern Samar,Eastern Samar,Salcedo,Salcedo,Public SUC Satellite,11.1512336,125.6401794,valid,False,08,08026,0802619,0802619037
08086,Eastern Visayas Central Colleges,Region VIII,Region 08,Northern Samar,Northern Samar,CATARMAN (Capital),CATARMAN (Capital),Private,12.4995401,124.6355424,valid,False,08,08048,0804805,0804805072
08021,Eastern Visayas State University,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Public SUC Main,11.2401554,124.9973648,valid,False,08,08316,0831600,0831600069
08061,Eastern Visayas State University-Burauen Campus,Region VIII,Region 08,Leyte,Leyte,Burauen,Burauen,Public SUC Satellite,10.9788909,124.9029985,valid,False,08,08037,0803710,0803710026
08007,Eastern Visayas State University-Carigara Campus,Region VIII,Region 08,Leyte,Leyte,Carigara,Carigara,Public SUC Satellite,11.3032859,124.7066598,valid,False,08,08037,0803715,0803715004
08085,Eastern Visayas State University-Ormoc Campus,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Public SUC Satellite,11.0103793,124.60557,valid,False,08,08037,0803738,0803738051
08024,Eastern Visayas State University-Tanauan Campus,Region VIII,Region 08,Leyte,Leyte,TANAUAN,TANAUAN,Public SUC Satellite,11.109077,125.0126415,valid,False,08,08037,0803748,0803748043
08015,Franciscan College of the Immaculate Conception,Region VIII,Region 08,Leyte,Leyte,Baybay City,Baybay City,Private,10.6763176,124.8055887,valid,False,08,08037,0803708,0803708068
08145,Global School for Technological Studies,Region VIII,Region 08,Northern Samar,Northern Samar,CATARMAN (Capital),CATARMAN (Capital),Private,12.4872394,124.6370814,valid,False,08,08048,0804805,0804805033
08074,Holy Cross College of Carigara,Region VIII,Region 08,Leyte,Leyte,Carigara,Carigara,Private,11.3007167,124.6857239,valid,False,08,08037,0803715,0803715031
08017,Holy Infant College,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2295548,124.9983308,valid,False,08,08316,0831600,0831600136
08093,Holy Spirit College Foundation of Leyte,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.239866,125.005172,valid,False,08,08316,0831600,0831600053
08105,Holy Virgin of Salvacion Foundation College,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2102002,125.0135987,valid,False,08,08316,0831600,0831600116
08067,JE Mondejar Computer College,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.2451418,124.9851188,valid,False,08,08316,0831600,0831600102
08020,Leyte Colleges,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Private,11.237018,125.000906,valid,False,08,08316,0831600,0831600076
08023,Leyte Normal University,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Public SUC Main,11.2381879,125.001328,valid,False,08,08316,0831600,0831600077
08068,Mater Divinae Gratiae College,Region VIII,Region 08,Eastern Samar,Eastern Samar,Dolores,Dolores,Private,12.0379937,125.4809691,valid,False,08,08026,0802606,0802606033
08094,Montano Lamberte Go Collegeof Learning,Region VIII,Region 08,Leyte,Leyte,Hilongos,Hilongos,Private,10.3708121,124.7533672,valid,False,08,08037,0803719,0803719028
08095,Northern Samar Colleges,Region VIII,Region 08,Northern Samar,Northern Samar,CATARMAN (Capital),CATARMAN (Capital),Private,12.4988191,124.6383529,valid,False,08,08048,0804805,0804805075
08055,Northwest Samar State University,Region VIII,Region 08,Western Samar,Western Samar,Calbayog City,Calbayog City,Public SUC Main,12.0711409,124.5968099,valid,False,08,08060,0806003,0806003048
08043,Northwest Samar State University-San Jorge Campus,Region VIII,Region 08,Western Samar,Western Samar,San Jorge,San Jorge,Public SUC Satellite,11.9825427,124.8174436,valid,False,08,08060,0806025,0806025010
08072,Our Lady of Mercy College,Region VIII,Region 08,Eastern Samar,Eastern Samar,Borongan City,Borongan City,Private,11.5715096,125.4606673,valid,False,08,08026,0802604,0802604029
08032,Palompon Institute of Technology,Region VIII,Region 08,Leyte,Leyte,Palompon,Palompon,Public SUC Main,11.0515381,124.3873027,valid,False,08,08037,0803740,0803740017
08069,Palompon Institute of Technology-Tabango Campus,Region VIII,Region 08,Leyte,Leyte,Tabango,Tabango,Public SUC Satellite,11.2994019,124.3784895,valid,False,08,08037,0803745,0803745011
08083,STI College-Ormoc,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Private,11.0049147,124.6101687,valid,False,08,08037,0803738,0803738116
08036,Sacred Heart Seminary,Region VIII,Region 08,Leyte,Leyte,Palo,Palo,Private,11.1573722,124.9971608,valid,False,08,08037,0803739,0803739025
08038,Saint Joseph College,Region VIII,Region 08,Southern Leyte,Southern Leyte,Maasin City,Maasin City,Private,10.1318931,124.8378128,valid,False,08,08064,0806407,0806407064
08092,Saint Michael College of Hindang,Region VIII,Region 08,Leyte,Leyte,Hindang,Hindang,Private,10.4342432,124.7256799,valid,False,08,08037,0803720,0803720018
08052,Saint Paul School of Professional Studies,Region VIII,Region 08,Leyte,Leyte,Palo,Palo,Private,11.1801912,124.9984781,valid,False,08,08037,0803739,0803739019
08088,Saint Scholastica's College-Tacloban,Region VIII,Region 08,Leyte,Leyte,Palo,Palo,Private,11.188475,124.9965771,valid,False,08,08037,0803739,0803739008
08053,Saint Thomas Aquinas College,Region VIII,Region 08,Southern Leyte,Southern Leyte,Sogod,Sogod,Private,10.3854572,124.9808867,valid,False,08,08064,0806417,0806417027
08041,Saint Vincent De Paul College Seminary,Region VIII,Region 08,Western Samar,Western Samar,Calbayog City,Calbayog City,Private,12.079107,124.5915,valid,False,08,08060,0806003,0806003165
08042,Samar Colleges,Region VIII,Region 08,Western Samar,Western Samar,Catbalogan City,Catbalogan City,Private,11.7779933,124.8826647,valid,False,08,08060,0806005,0806005035
08045,Samar State University,Region VIII,Region 08,Western Samar,Western Samar,Catbalogan City,Catbalogan City,Public SUC Main,11.7711174,124.8859032,valid,False,08,08060,0806005,0806005049
08045b,Samar State University-Basey Campus,Region VIII,Region 08,Western Samar,Western Samar,Basey,Basey,Public SUC Satellite,11.3349673,125.037622,valid,False,08,08060,0806002,0806002014
08044,Samar State University-Mercedes Campus,Region VIII,Region 08,Western Samar,Western Samar,Catbalogan City,Catbalogan City,Public SUC Satellite,11.7836693,124.8697642,valid,False,08,08060,0806005,0806005027
08113,Samar State University-Paranas Campus,Region VIII,Region 08,Western Samar,Western Samar,Paranas,Paranas,Public SUC Satellite,11.7840355,125.0175458,valid,False,08,08060,0806022,0806022016
08107,San Lorenzo Ruiz College of Ormoc,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Private,11.031229,124.6030605,valid,False,08,08037,0803738,0803738088
08049,Southern Leyte State University,Region VIII,Region 08,Southern Leyte,Southern Leyte,Sogod,Sogod,Public SUC Main,10.3920483,124.9799425,valid,False,08,08064,0806417,0806417040
08034,Southern Leyte State University-Bontoc Campus,Region VIII,Region 08,Southern Leyte,Southern Leyte,Bontoc,Bontoc,Public SUC Satellite,10.3552662,124.966129,valid,False,08,08064,0806402,0806402039
08048,Southern Leyte State University-Hinunangan Campus,Region VIII,Region 08,Southern Leyte,Southern Leyte,Hinunangan,Hinunangan,Public SUC Satellite,10.4028239,125.186326,valid,False,08,08064,0806403,0806403003
08117,Southern Leyte State University-Maasin Campus,Region VIII,Region 08,Southern Leyte,Southern Leyte,Maasin City,Maasin City,Public SUC Satellite,10.1324633,124.8398303,valid,False,08,08064,0806407,0806407064
08046,Southern Leyte State University-San Juan Campus,Region VIII,Region 08,Southern Leyte,Southern Leyte,San Juan,San Juan,Public SUC Satellite,10.2649191,125.176043,valid,False,08,08064,0806414,0806414009
08056,Southern Leyte State University-Tomas Oppus Campus,Region VIII,Region 08,Southern Leyte,Southern Leyte,Tomas Oppus,Tomas Oppus,Public SUC Satellite,10.2506103,124.9844512,valid,False,08,08064,0806418,0806418019
08100,St. John the Evangelist School of Theology,Region VIII,Region 08,Leyte,Leyte,Palo,Palo,Private,11.15509,124.998423,valid,False,08,08037,0803739,0803739025
08039,St. Mary's College of Borongan,Region VIII,Region 08,Eastern Samar,Eastern Samar,Borongan City,Borongan City,Private,11.6107408,125.4376232,valid,False,08,08026,0802604,0802604035
08035,St. Mary's College of Catbalogan,Region VIII,Region 08,Western Samar,Western Samar,Catbalogan City,Catbalogan City,Private,11.777136,124.8807278,valid,False,08,08060,0806005,0806005034
08040,St. Peter's College of Ormoc,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Private,11.006015,124.610013,valid,False,08,08037,0803738,0803738116
,Sto. Ni�?±o College of Ormoc,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Private,11.0384275,124.6192702,valid,False,08,08037,0803738,0803738006
08144,Tan Ting Bing Memorial Colleges Foundation,Region VIII,Region 08,Northern Samar,Northern Samar,San Isidro,San Isidro,Private,12.3875273,124.329171,valid,False,08,08048,0804818,0804818010
08009,The College of Maasin,Region VIII,Region 08,Southern Leyte,Southern Leyte,Maasin City,Maasin City,Private,10.1346341,124.8385993,valid,False,08,08064,0806407,0806407064
08057,University of Eastern Philippines,Region VIII,Region 08,Northern Samar,Northern Samar,CATARMAN (Capital),CATARMAN (Capital),Public SUC Main,12.5094387,124.6648214,valid,False,08,08048,0804805,0804805059
08033,University of Eastern Philippines-Catubig Campus,Region VIII,Region 08,Northern Samar,Northern Samar,Catubig,Catubig,Public SUC Satellite,12.4019151,125.0508591,valid,False,08,08048,0804806,0804806045
08019,University of Eastern Philippines-Laoang Campus,Region VIII,Region 08,Northern Samar,Northern Samar,Laoang,Laoang,Public SUC Satellite,12.5728999,125.018996,valid,False,08,08048,0804808,0804808046
13207a,University of the Philippines Manila - School of Health Sciences,Region VIII,Region 08,Leyte,Leyte,Palo,Palo,Public SUC Satellite,11.1602881,124.9910921,valid,False,08,08037,0803739,0803739023
08058,University of the Philippines in the Visayas Tacloban College,Region VIII,Region 08,Leyte,Leyte,Tacloban City,Tacloban City,Public SUC Satellite,11.2473961,125.0079782,valid,False,08,08316,0831600,0831600006
08059,Visayas State University,Region VIII,Region 08,Leyte,Leyte,Baybay City,Baybay City,Public SUC Main,10.6521412,124.8525626,valid,False,08,08037,0803708,0803708012
08025,Visayas State University-Alang-Alang Campus,Region VIII,Region 08,Leyte,Leyte,ALANGALANG,ALANGALANG,Public SUC Satellite,11.2165894,124.8268403,valid,False,08,08037,0803702,0803702005
08018,Visayas State University-Isabel Campus,Region VIII,Region 08,Leyte,Leyte,Isabel,Isabel,Public SUC Satellite,10.9346552,124.4332408,valid,False,08,08037,0803722,0803722013
08026,Visayas State University-Tolosa Campus,Region VIII,Region 08,Leyte,Leyte,Tolosa,Tolosa,Public SUC Satellite,11.0456183,125.0346509,valid,False,08,08037,0803749,0803749012
08022,Visayas State University-Villaba Campus,Region VIII,Region 08,Leyte,Leyte,Villaba,Villaba,Public SUC Satellite,11.2618665,124.4338705,valid,False,08,08037,0803751,0803751006
08060,Western Leyte College of Ormoc City,Region VIII,Region 08,Leyte,Leyte,Ormoc City,Ormoc City,Private,11.0074813,124.6091531,valid,False,08,08037,0803738,0803738115
10115,ACLC College of Bukidnon,Region X,Region 10,Bukidnon,Bukidnon,Valencia City,Valencia City,Private,7.9154641,125.0920342,valid,False,10,10013,1001321,1001321024
12039,Adventist Medical Center College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2404637,124.2478552,valid,False,10,10309,1030900,1030900034
10109,Adventist Technological Institute,Region X,Region 10,Misamis Occidental,Misamis Occidental,Jimenez,Jimenez,Private,8.3477285,123.8298866,valid,False,10,10042,1004207,1004207005
10012,Blessed Mother College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4821913,124.6447308,valid,False,10,10305,1030500,1030500010
10014,Bukidnon State University,Region X,Region 10,Bukidnon,Bukidnon,Malaybalay City,Malaybalay City,Public SUC Main,8.1574161,125.1248502,valid,False,10,10013,1001312,1001312046
10014a,Bukidnon State University-Alubijid ESC,Region X,Region 10,Misamis Oriental,Misamis Oriental,Alubijid,Alubijid,Public SUC Satellite,8.5744992,124.4740188,valid,False,10,10043,1004301,1004301010
10014b,Bukidnon State University-Baungon BSU,Region X,Region 10,Bukidnon,Bukidnon,Baungon,Baungon,Public SUC Satellite,8.2633635,124.6635297,valid,False,10,10013,1001301,1001301016
10134,Bukidnon State University-Cabanglasan ESC,Region X,Region 10,Bukidnon,Bukidnon,Cabanglasan,Cabanglasan,Public SUC Satellite,8.1146301,125.3132182,valid,False,10,10013,1001322,1001322008
10135,Bukidnon State University-Damulog Satellite ESC,Region X,Region 10,Bukidnon,Bukidnon,Damulog,Damulog,Public SUC Satellite,7.4602033,124.9727096,valid,False,10,10013,1001302,1001302007
10139,Bukidnon State University-Impasugong,Region X,Region 10,Bukidnon,Bukidnon,Impasugong,Impasugong,Public SUC Satellite,8.1574161,125.1248502,valid,False,10,10013,1001312,1001312046
10014z,Bukidnon State University-Kadingilan,Region X,Region 10,Bukidnon,Bukidnon,Kadingilan,Kadingilan,Public SUC Satellite,7.5047399,124.8844867,valid,False,10,10013,1001306,1001306003
10014f,Bukidnon State University-Kalilangan BSU,Region X,Region 10,Bukidnon,Bukidnon,Kalilangan,Kalilangan,Public SUC Satellite,7.7622595,124.7557562,valid,False,10,10013,1001307,1001307005
10136,Bukidnon State University-Kitaotao Satellite ESC,Region X,Region 10,Bukidnon,Bukidnon,Kitaotao,Kitaotao,Public SUC Satellite,8.1574161,125.1248502,valid,False,10,10013,1001312,1001312046
10014aa,Bukidnon State University-Libona,Region X,Region 10,Bukidnon,Bukidnon,Libona,Libona,Public SUC Satellite,8.3806797,124.7041462,valid,False,10,10013,1001311,1001311005
10014y,Bukidnon State University-Malitbog,Region X,Region 10,Bukidnon,Bukidnon,Malitbog,Malitbog,Public SUC Satellite,8.1574161,125.1248502,valid,False,10,10013,1001312,1001312046
10014l,Bukidnon State University-Medina ESC,Region X,Region 10,Misamis Oriental,Misamis Oriental,Medina,Medina,Public SUC Satellite,8.9335329,124.9825595,valid,False,10,10043,1004319,1004319013
10137,Bukidnon State University-Quezon Satellite ESC,Region X,Region 10,Bukidnon,Bukidnon,Quezon,Quezon,Public SUC Satellite,14.0313906,122.1130909,valid,False,04,04056,0405637,0405637005
10138,Bukidnon State University-San Fernando Satellite ESC,Region X,Region 10,Bukidnon,Bukidnon,San Fernando,San Fernando,Public SUC Satellite,8.1574161,125.1248502,valid,False,10,10013,1001312,1001312046
10014t,Bukidnon State University-Sugbongcogon ESC,Region X,Region 10,Misamis Oriental,Misamis Oriental,Sugbongcogon,Sugbongcogon,Public SUC Satellite,8.9548136,124.787972,valid,False,10,10043,1004323,1004323008
10014v,Bukidnon State University-Talakag BSU,Region X,Region 10,Bukidnon,Bukidnon,Talakag,Talakag,Public SUC Satellite,8.2341319,124.6003807,valid,False,10,10013,1001320,1001320021
10014w,Bukidnon State University-Talisayan ESC,Region X,Region 10,Misamis Oriental,Misamis Oriental,Talisayan,Talisayan,Public SUC Satellite,8.8869572,124.7895481,valid,False,10,10043,1004322,1004322002
10018,Cagayan De Oro College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4817536,124.6359652,valid,False,10,10305,1030500,1030500044
10020,Camiguin Polytechnic State College,Region X,Region 10,Camiguin,Camiguin,MAMBAJAO (Capital),MAMBAJAO (Capital),Public SUC Main,9.2432153,124.7305673,valid,False,10,10018,1001804,1001804003
10017,Capitol University,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.488587,124.6519477,valid,False,10,10305,1030500,1030500018
10022,Central Mindanao University,Region X,Region 10,Bukidnon,Bukidnon,Maramag,Maramag,Public SUC Main,7.8592468,125.0515164,valid,False,10,10013,1001315,1001315008
12094,Christ The King College De Maranding,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Lala,Lala,Private,7.9260028,123.7721192,valid,False,10,10035,1003505,1003505033
10023,Christ the King College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Gingoog City,Gingoog City,Private,8.8233528,125.1021445,valid,False,10,10043,1004308,1004308048
10126,City College of El Salvador,Region X,Region 10,Misamis Oriental,Misamis Oriental,El Salvador City,El Salvador City,Public LUC,8.5591371,124.5236684,valid,False,10,10043,1004307,1004307012
,Colegio De Santo Ni�?±o De Jasaan,Region X,Region 10,Misamis Oriental,Misamis Oriental,Jasaan,Jasaan,Private,8.81178,124.9509964,valid,False,10,10043,1004308,1004308007
10127,Community College of Gingoog City,Region X,Region 10,Misamis Oriental,Misamis Oriental,Gingoog City,Gingoog City,Public LUC,8.8225728,125.1049601,valid,False,10,10043,1004308,1004308048
10116,Don Carlos Polytechnic College,Region X,Region 10,Bukidnon,Bukidnon,Don Carlos,Don Carlos,Public LUC,7.688014,124.9995221,valid,False,10,10013,1001304,1001304005
10107,Dr. Solomon U. Molina College,Region X,Region 10,Misamis Occidental,Misamis Occidental,OROQUIETA CITY (Capital),OROQUIETA CITY (Capital),Private,8.475754,123.7908931,valid,False,10,10042,1004209,1004209048
10029,Fatima College of Camiguin,Region X,Region 10,Camiguin,Camiguin,MAMBAJAO (Capital),MAMBAJAO (Capital),Private,9.249813,124.7141448,valid,False,10,10018,1001804,1001804011
10031,Gingoog Christian College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Gingoog City,Gingoog City,Private,8.8227318,125.0998018,valid,False,10,10043,1004308,1004308048
10030,Gingoog City College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Gingoog City,Gingoog City,Private,8.8225728,125.1049601,valid,False,10,10043,1004308,1004308048
10059,Golden Heritage Polytechnic College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4783892,124.638723,valid,False,10,10305,1030500,1030500044
10032,Gov. Alfonso D. Tan College,Region X,Region 10,Misamis Occidental,Misamis Occidental,Tangub City,Tangub City,Public LUC,8.0651147,123.7573385,valid,False,10,10042,1004215,1004215025
10117,IBA College of Mindanao,Region X,Region 10,Bukidnon,Bukidnon,CITY OF VALENCIA,CITY OF VALENCIA,Private,7.9074817,125.0915344,valid,False,10,10013,1001321,1001321024
12018,Iligan Capitol College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2223592,124.2406176,valid,False,10,10309,1030900,1030900012
12020,Iligan Medical Center College,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2307004,124.2494812,valid,False,10,10309,1030900,1030900016
10112,Initao College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Initao,Initao,Public LUC,8.5135661,124.3097435,valid,False,10,10043,1004310,1004310006
10034,La Salle University,Region X,Region 10,Misamis Occidental,Misamis Occidental,OZAMIZ CITY,OZAMIZ CITY,Private,8.1459962,123.8458707,valid,False,10,10042,1004210,1004210001
12096,Lanao School of Science and Technology,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Lala,Lala,Private,7.9359997,123.7738628,valid,False,10,10035,1003509,1003509001
10036,Liceo De Cagayan University,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4860292,124.6391727,valid,False,10,10305,1030500,1030500052
10037,Lourdes College,Region X,Region 10,Misamis Oriental,Misamis Oriental,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY,Private,8.4671248,124.6470488,valid,False,10,10305,1030500,1030500056
12090,Lyceum of Iligan Foundation,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2173758,124.2371562,valid,False,10,10309,1030900,1030900030
10128,Magsaysay College,Region X,Region 10,Misamis Oriental,Misamis Oriental,Magsaysay,Magsaysay,Public LUC,9.0183549,125.1801565,valid,False,10,10043,1004317,1004317016
12100,Masters Technological Institute of Mindanao,Region X,Region 10,Lanao Del Norte,Lanao Del Norte,Iligan City,Iligan City,Private,8.2299383,124.2379273,valid,False,10,10309,1030900,1030900017
